reviewId,content,score,raw_content,cleaned_content,is_empty,is_very_short,is_duplicate_content,valid_score,processing_status
d591c00d-74c6-40a5-a6ad-979019ead698,good,5,good,good,False,False,True,True,accepted
1bbbe924-e8e6-48d7-aa7f-7dc3d599b30b,u&65+63,4,u&65+63,u&65+63,False,False,False,True,accepted
d2bfa0b0-f48f-41f6-b533-c08fb88c7da9,very nice and message,5,very nice and message,very nice and message,False,False,False,True,accepted
bee286be-c2fb-431b-99e6-479f63760c91,"Hello, I have installed WhatsApp several times, but when it comes to sending the code, it tells me that you need to download the original version, but when I download the original version, it still has the same problem. Please check it. Thanks.",1,"Hello, I have installed WhatsApp several times, but when it comes to sending the code, it tells me that you need to download the original version, but when I download the original version, it still has the same problem. Please check it. Thanks.","Hello, I have installed WhatsApp several times, but when it comes to sending the code, it tells me that you need to download the original version, but when I download the original version, it still has the same problem. Please check it. Thanks.",False,False,False,True,accepted
094abe59-c70b-4e8a-85d9-a8e579ed81f9,sometimes not working better and needs to update........... update is necessary,3,sometimes not working better and needs to update........... update is necessary,sometimes not working better and needs to update... update is necessary,False,False,False,True,accepted
7288b0d9-7a7f-404c-8313-0c772ec1c0e2,very nice,5,very nice,very nice,False,False,True,True,accepted
0d77a7da-5209-4f7e-bb49-9334c7eae358,What sAppMesse...,5,What sAppMesse...,What sAppMesse...,False,False,False,True,accepted
08cb4025-71f5-4054-9add-7a93a55c6338,Worst features are keep getting added,1,Worst features are keep getting added,Worst features are keep getting added,False,False,False,True,accepted
8a02e89a-1c4f-46c9-96c3-80283e09ee5c,awesome 👍,5,awesome 👍,awesome 👍,False,False,True,True,accepted
75600a77-b700-421e-8120-52d3e923c567,Worst updates with worthless features are keep coming,1,Worst updates with worthless features are keep coming,Worst updates with worthless features are keep coming,False,False,False,True,accepted
6b2ed6f5-1a6a-45c9-a704-a7f39f908618,good,5,good,good,False,False,True,True,accepted
3919f774-77d2-40a9-b90c-386516da8841,this is very important app 👏,5,this is very important app 👏,this is very important app 👏,False,False,False,True,accepted
30c00d8e-d5b8-44ab-9f8e-2f0ec4793594,I love it,5,I love it,I love it,False,False,True,True,accepted
56ce6d63-27b6-4c99-8b2f-133cbdb9c5f0,:> lov it,5,:> lov it,:> lov it,False,False,False,True,accepted
70b7ef58-6072-48c9-8ce2-b787bd50ec82,"WhatsApp is great app, I really feel happy to communicating with friends and it is helpful in sharing PDFs,Doc,files.",5,"WhatsApp is great app, I really feel happy to communicating with friends and it is helpful in sharing PDFs,Doc,files.","WhatsApp is great app, I really feel happy to communicating with friends and it is helpful in sharing PDFs,Doc,files.",False,False,False,True,accepted
a054f62a-e0b3-4d92-be2a-77056ee1df51,very good,5,very good,very good,False,False,True,True,accepted
79369274-7c4c-4016-989a-b3cb39711631,good,5,good,good,False,False,True,True,accepted
8c5b57f0-3553-4fde-9bd2-4282337236b3,awesome,5,awesome,awesome,False,False,True,True,accepted
b34e86fb-142d-4b0f-a586-b617219d3f8c,ok,1,ok,ok,False,True,True,True,accepted
5be48301-12f8-41b0-acab-3510c3cca0e7,🥰😘,5,🥰😘,🥰😘,False,True,False,True,accepted
4f934870-b60d-423b-bbae-56881848a725,easy to use,5,easy to use,easy to use,False,False,True,True,accepted
35cd2163-f807-4e17-88e8-6128bc23765e,an amazing app in summary,4,an amazing app in summary,an amazing app in summary,False,False,False,True,accepted
b02b0731-55db-4621-a907-c7b6da86dec8,"sometimes it automatic deletes contacts,doesn't show statuses",2,"sometimes it automatic deletes contacts,doesn't show statuses","sometimes it automatic deletes contacts,doesn't show statuses",False,False,False,True,accepted
02027076-5df7-4a5a-aae3-8859ddf17451,happiness Lethabo 🥰😍🤩✌️❤️🎀👌,5,happiness Lethabo 🥰😍🤩✌️❤️🎀👌,happiness Lethabo 🥰😍🤩✌️❤️🎀👌,False,False,False,True,accepted
9fadfd6c-a922-4820-8447-e5db2138d857,Autocorrect is glitching and not actually correcting typos; emojis inserted are immediately deleted when switching back to keyboard.,1,Autocorrect is glitching and not actually correcting typos; emojis inserted are immediately deleted when switching back to keyboard.,Autocorrect is glitching and not actually correcting typos; emojis inserted are immediately deleted when switching back to keyboard.,False,False,False,True,accepted
a09fb2c1-9440-4083-b20b-df7011f6de5b,best application,5,best application,best application,False,False,False,True,accepted
8d70f5bb-e279-442c-9830-e9e8df34b580,super,5,super,super,False,False,True,True,accepted
6d12b36d-a0d4-485c-86f3-218e84829098,very good,5,very good,very good,False,False,True,True,accepted
35b6686e-4ebd-40e8-b73c-bf121068c612,nl dilip;; 9 x cc,2,nl dilip;; 9 x cc,nl dilip;; 9 x cc,False,False,False,True,accepted
01677551-990c-4dca-bccf-5e9a88da83cd,my whatsapp has been blocked and they ask me to daload the office whatsapp,5,my whatsapp has been blocked and they ask me to daload the office whatsapp,my whatsapp has been blocked and they ask me to daload the office whatsapp,False,False,False,True,accepted
cf1a5653-3de1-4d50-baab-182aaa973cd1,nice 👍,5,nice 👍,nice 👍,False,False,True,True,accepted
c14369be-a2c8-4cba-9712-2387c954c76b,"This app is good and connect me with people, and also help me with my business.",5,"This app is good and connect me with people, and also help me with my business.","This app is good and connect me with people, and also help me with my business.",False,False,False,True,accepted
2686ce99-a37c-4744-8428-9da40e838846,"excellent , great. this WhatsApp is good wonderful and amazing and great",5,"excellent , great. this WhatsApp is good wonderful and amazing and great","excellent , great. this WhatsApp is good wonderful and amazing and great",False,False,False,True,accepted
5e0e4f70-3b6f-451e-b431-ea13646e07e8,good,3,good,good,False,False,True,True,accepted
ec41136b-3473-46f5-b53f-8f61b4cc730d,it is good for chatting,5,it is good for chatting,it is good for chatting,False,False,False,True,accepted
2c55704b-1200-4b9a-b7ce-9e315d893b3b,good,5,good,good,False,False,True,True,accepted
0244b61c-9ebe-469c-a6f9-a1011b31dade,nice,5,nice,nice,False,False,True,True,accepted
2a2877b8-6d5f-4576-8e9a-2290020ca18a,good 😊,5,good 😊,good 😊,False,False,True,True,accepted
0b0ba6d7-806f-4e5c-bcf7-1a5f6a1e2788,"WhatsApp is the best chatting app just imagine if they could upgrade it ,they should be reels just like other social media app",5,"WhatsApp is the best chatting app just imagine if they could upgrade it ,they should be reels just like other social media app","WhatsApp is the best chatting app just imagine if they could upgrade it ,they should be reels just like other social media app",False,False,False,True,accepted
d6763639-aa91-4437-a506-6543b86a6f50,how will I get my chats,5,how will I get my chats,how will I get my chats,False,False,False,True,accepted
4b95c9c8-99a3-4ff7-9f95-4eca102b6d45,Whatssapp doesn't function,5,Whatssapp doesn't function,Whatssapp doesn't function,False,False,False,True,accepted
22107195-19f5-4eba-8170-7e63c7d0c520,I rate it 100%,5,I rate it 100%,I rate it 100%,False,False,False,True,accepted
69c5ef58-bc4a-4b79-9774-26b7f551ed99,I love this app,5,I love this app,I love this app,False,False,True,True,accepted
6527a4b7-11be-4d01-963e-1332d778ccba,UNREAD function not working properly. Also in EDIT function I can't go to next line.,3,UNREAD function not working properly. Also in EDIT function I can't go to next line.,UNREAD function not working properly. Also in EDIT function I can't go to next line.,False,False,False,True,accepted
2fa2d4da-0d30-40b1-87df-e2d3a19a8c32,great,4,great,great,False,False,True,True,accepted
0680c9fc-10b2-4f4d-b4ec-f8aa9fb3fa08,High class,5,High class,High class,False,False,False,True,accepted
5dbd1bb1-4dd9-4074-917e-5737d65d8dda,sexy I swear,5,sexy I swear,sexy I swear,False,False,False,True,accepted
88aaa7cf-1a5b-4c74-b7c5-54fc8c58aeec,Ye Kia masla hai WhatsApp block kyoun Ho raha hai,1,Ye Kia masla hai WhatsApp block kyoun Ho raha hai,Ye Kia masla hai WhatsApp block kyoun Ho raha hai,False,False,False,True,accepted
d1e45805-735d-4ae5-9e97-4aad16be0670,I haven't had a backup in over a month because it always stops at 99% no matter what I do. I have gone through all steps of the troubleshooting mentioned on the website. It hasn't helped.,1,I haven't had a backup in over a month because it always stops at 99% no matter what I do. I have gone through all steps of the troubleshooting mentioned on the website. It hasn't helped.,I haven't had a backup in over a month because it always stops at 99% no matter what I do. I have gone through all steps of the troubleshooting mentioned on the website. It hasn't helped.,False,False,False,True,accepted
d9e225a2-972a-4a4a-9529-b709dccb7cb3,"Can't use the app, won't let me input phone number or tap on anything. I've cleared the cache, cleared app data and uninstalled/reinstalled and it didn't help.",1,"Can't use the app, won't let me input phone number or tap on anything. I've cleared the cache, cleared app data and uninstalled/reinstalled and it didn't help.","Can't use the app, won't let me input phone number or tap on anything. I've cleared the cache, cleared app data and uninstalled/reinstalled and it didn't help.",False,False,False,True,accepted
473542fe-03b5-47de-b8b8-c5bb3ade0f13,the lock chat members status is been shown I think that one should be also private,4,the lock chat members status is been shown I think that one should be also private,the lock chat members status is been shown I think that one should be also private,False,False,False,True,accepted
5c12a7d5-8d9b-4cdd-b398-add2ee93d21c,good,5,good,good,False,False,True,True,accepted
0a730d15-74ec-430e-bd2a-b44f2c64def3,Good app I love it but didn't work on my other phone,2,Good app I love it but didn't work on my other phone,Good app I love it but didn't work on my other phone,False,False,False,True,accepted
46237b39-542e-4466-a575-3e0616c5b0f9,good good good,5,good good good,good good good,False,False,False,True,accepted
9644d9f6-e1c0-411f-9baf-6449fd4ff0d1,Very effective,5,Very effective,Very effective,False,False,False,True,accepted
92d6fbdf-e693-4614-b12c-5362cdb9bc45,awesome app,5,awesome app,awesome app,False,False,True,True,accepted
5b9ee4a7-f43b-4953-87a3-46dc454135c0,good,5,good,good,False,False,True,True,accepted
bf8f46a7-1f85-4a1a-8455-aa166857beb8,nosey,1,nosey,nosey,False,False,False,True,accepted
88cfb6bc-ff6a-4adb-a44f-3a716e355a4d,Nice app,5,Nice app,Nice app,False,False,True,True,accepted
f6121fc9-873c-4c96-95e1-aaa5e3756c10,good,5,good,good,False,False,True,True,accepted
89d1f182-8fa8-49aa-87cb-40d2fad0d115,God son Bill Jr,5,God son Bill Jr,God son Bill Jr,False,False,False,True,accepted
80e6f98f-a336-4020-9240-904ab646dc59,allah kabamu shugaba nagari,5,allah kabamu shugaba nagari,allah kabamu shugaba nagari,False,False,False,True,accepted
6f3b871a-a5e8-418a-a887-bf84a18b4d65,nice,5,nice,nice,False,False,True,True,accepted
f9c20f09-6888-4d2c-9ec8-e180ba80a6e0,Best chatting app ever⭐⭐⭐⭐⭐,5,Best chatting app ever⭐⭐⭐⭐⭐,Best chatting app ever⭐⭐,False,False,False,True,accepted
40e5ecf6-ea63-49ac-b41a-0997e44b6d9c,Batab,5,Batab,Batab,False,False,False,True,accepted
442b9fa0-03d2-41d7-83a3-03ccbd26833d,thank you univer thank you 🧲🪐,5,thank you univer thank you 🧲🪐,thank you univer thank you 🧲🪐,False,False,False,True,accepted
d8144211-8c3b-402c-a717-5538a31cbd00,"I downloaded the app and it worked perfectly, then after a month my account was blocked for no reason, its been 6 months since I was blocked",2,"I downloaded the app and it worked perfectly, then after a month my account was blocked for no reason, its been 6 months since I was blocked","I downloaded the app and it worked perfectly, then after a month my account was blocked for no reason, its been 6 months since I was blocked",False,False,False,True,accepted
9faf4527-29a1-4965-b5cf-73f545858e11,I need my WhatsApp to be open,5,I need my WhatsApp to be open,I need my WhatsApp to be open,False,False,False,True,accepted
980cb9c9-bd8c-423d-b58b-7899f4864beb,need more features,1,need more features,need more features,False,False,False,True,accepted
9c3ad503-02ae-4a67-aa49-d49eb6fce392,supar,5,supar,supar,False,False,True,True,accepted
cd565552-c57a-4d07-99f4-9906d9d3c211,good 👍!,4,good 👍!,good 👍!,False,False,False,True,accepted
9c275486-c613-4b67-bd3f-37f2f150392c,good service system,5,good service system,good service system,False,False,True,True,accepted
b025e050-316e-43df-90a6-b44ff4fd1ee9,Please open my WhatsApp,3,Please open my WhatsApp,Please open my WhatsApp,False,False,False,True,accepted
fa33edb3-4a84-4a9f-9f29-b262bcf3993e,it's easy to use and fast,5,it's easy to use and fast,it's easy to use and fast,False,False,False,True,accepted
2c015ba3-bcd4-4022-a72a-6e6cd7f22fe2,wholesome,5,wholesome,wholesome,False,False,True,True,accepted
8f721996-db06-43f1-8431-876e9a259f86,Yusuf olamide,5,Yusuf olamide,Yusuf olamide,False,False,False,True,accepted
2d760a31-f8aa-41b3-a1a6-616ca66f9c3e,"WhatsApp massinger app ooookkkk. yeeeeeess.....xYz,.",5,"WhatsApp massinger app ooookkkk. yeeeeeess.....xYz,.","WhatsApp massinger app ookk. yeess...xYz,.",False,False,False,True,accepted
b29c4c0f-3fb1-49bc-aeba-682687dacabd,it to be nice,5,it to be nice,it to be nice,False,False,False,True,accepted
460a70fa-799a-4b0d-9ed4-4d7d1be81854,nice,5,nice,nice,False,False,True,True,accepted
1f8e89f7-5abe-4ae2-822e-b311b5d77c5e,Dear what's app team please again open my what's app account please,1,Dear what's app team please again open my what's app account please,Dear what's app team please again open my what's app account please,False,False,False,True,accepted
08120440-21b5-4887-920f-00b7d8a1975c,"it's okay and good , except disappointed this few days",3,"it's okay and good , except disappointed this few days","it's okay and good , except disappointed this few days",False,False,False,True,accepted
86f8cdea-99c1-4fc9-b16c-1911e71bf3fa,My whatsapp have a problem,5,My whatsapp have a problem,My whatsapp have a problem,False,False,False,True,accepted
7ec11f96-56c4-4640-a0b7-a8d76d980c08,dhubad faarx,5,dhubad faarx,dhubad faarx,False,False,False,True,accepted
5ceea265-7c91-457c-a6c4-9f680b992cb4,Good job thanks 👍,5,Good job thanks 👍,Good job thanks 👍,False,False,False,True,accepted
